user_id,datetime,lesson_id,day_completion_percentage,overall_completion_percentage
user_001,8/8/2022 18:45:46,lesson_0095,100.0,100.0
user_001,8/8/2022 19:07:31,lesson_0881,100.0,100.0
user_001,8/8/2022 19:14:50,lesson_0201,100.0,100.0
user_001,8/9/2022 19:50:44,lesson_0799,100.0,100.0
user_001,8/11/2022 19:13:02,lesson_0791,100.0,100.0
user_001,8/15/2022 16:56:21,lesson_0796,50.0,50.0
user_001,8/16/2022 18:47:09,lesson_0080,100.0,100.0
user_001,8/16/2022 20:22:59,lesson_0892,100.0,100.0
user_001,8/16/2022 20:30:48,lesson_0141,100.0,100.0
user_001,9/19/2022 13:59:35,lesson_0790,50.0,50.0
user_001,9/19/2022 18:36:31,lesson_0114,40.0,40.0
user_001,9/24/2022 21:44:14,lesson_0796,50.0,100.0
user_001,9/28/2022 21:18:28,lesson_0114,60.0,100.0
user_001,9/28/2022 21:39:37,lesson_0347,100.0,100.0
user_001,9/28/2022 22:24:47,lesson_0939,100.0,100.0
user_001,9/29/2022 19:45:49,lesson_0790,50.0,100.0
user_001,9/29/2022 21:46:38,lesson_0794,50.0,50.0
user_001,10/1/2022 19:26:55,lesson_0794,50.0,100.0
user_001,10/2/2022 12:56:01,lesson_0081,100.0,100.0
user_001,10/2/2022 13:02:30,lesson_0218,100.0,100.0
user_001,10/2/2022 13:04:28,lesson_0897,100.0,100.0
user_001,10/2/2022 13:34:03,lesson_0125,100.0,100.0
user_001,10/2/2022 13:39:49,lesson_0262,100.0,100.0
user_001,10/2/2022 14:49:37,lesson_0044,100.0,100.0
user_001,10/3/2022 8:48:18,lesson_0258,100.0,100.0
user_001,10/3/2022 10:48:35,lesson_0620,100.0,100.0
user_001,10/3/2022 10:55:50,lesson_0224,100.0,100.0
user_001,10/3/2022 14:24:58,lesson_0090,100.0,100.0
user_001,10/3/2022 14:32:08,lesson_0193,100.0,100.0
user_001,10/3/2022 14:32:08,lesson_0246,100.0,100.0
user_001,10/3/2022 15:46:35,lesson_0033,100.0,100.0
user_001,10/3/2022 15:47:20,lesson_0070,5.0,5.0
user_001,10/3/2022 21:52:25,lesson_0075,100.0,100.0
user_001,10/4/2022 10:26:23,lesson_0231,100.0,100.0
user_001,10/4/2022 10:27:01,lesson_0931,100.0,100.0
user_001,10/4/2022 11:55:56,lesson_0894,100.0,100.0
user_001,10/4/2022 15:39:25,lesson_0901,100.0,100.0
user_001,10/4/2022 16:50:26,lesson_0070,95.0,100.0
user_001,10/4/2022 16:59:40,lesson_0139,100.0,100.0
user_001,10/4/2022 19:18:28,lesson_0089,100.0,100.0
user_001,10/4/2022 20:42:34,lesson_0835,100.0,100.0
user_001,10/4/2022 20:47:46,lesson_0236,100.0,100.0
user_001,10/4/2022 20:53:27,lesson_0261,100.0,100.0
user_001,10/5/2022 7:48:25,lesson_0232,100.0,100.0
user_001,10/5/2022 7:58:55,lesson_0223,100.0,100.0
user_001,10/5/2022 8:31:24,lesson_0255,100.0,100.0
user_001,10/5/2022 9:05:39,lesson_0902,100.0,100.0
user_001,10/7/2022 21:01:17,lesson_0792,100.0,100.0
user_001,10/8/2022 19:40:47,lesson_0124,100.0,100.0
user_001,10/8/2022 22:30:15,lesson_0817,100.0,100.0
user_001,10/9/2022 17:22:37,lesson_0045,90.0,90.0
user_001,10/9/2022 18:55:31,lesson_0936,100.0,100.0
user_001,10/9/2022 20:53:49,lesson_0878,100.0,100.0
user_001,10/9/2022 23:38:14,lesson_0268,100.0,100.0
user_001,10/10/2022 6:54:58,lesson_0068,100.0,100.0
user_001,10/10/2022 7:05:17,lesson_0824,100.0,100.0
user_001,10/10/2022 7:07:23,lesson_0192,100.0,100.0
user_001,10/10/2022 7:13:25,lesson_0200,100.0,100.0
user_001,10/10/2022 10:05:59,lesson_0253,100.0,100.0
user_001,10/10/2022 11:02:14,lesson_0112,100.0,100.0
user_001,10/10/2022 11:07:13,lesson_0895,100.0,100.0
user_001,10/10/2022 11:08:47,lesson_0226,100.0,100.0
user_001,10/10/2022 11:12:03,lesson_0254,100.0,100.0
user_001,10/10/2022 12:26:16,lesson_0092,100.0,100.0
user_001,10/10/2022 12:31:27,lesson_0875,100.0,100.0
user_001,10/10/2022 12:34:55,lesson_0145,100.0,100.0
user_001,10/10/2022 12:51:43,lesson_0230,100.0,100.0
user_001,10/10/2022 12:52:59,lesson_0045,10.0,100.0
user_001,10/10/2022 13:07:34,lesson_0082,100.0,100.0
user_001,10/10/2022 13:34:34,lesson_0196,100.0,100.0
user_001,10/10/2022 14:44:24,lesson_0635,100.0,100.0
user_001,10/10/2022 15:05:45,lesson_0839,100.0,100.0
user_001,10/10/2022 15:23:21,lesson_0040,100.0,100.0
user_001,10/10/2022 15:27:28,lesson_0257,100.0,100.0
user_001,10/10/2022 15:49:52,lesson_0025,100.0,100.0
user_001,10/10/2022 17:25:54,lesson_0118,100.0,100.0
user_001,10/10/2022 17:30:49,lesson_0876,100.0,100.0
user_001,10/10/2022 17:38:38,lesson_0195,100.0,100.0
user_001,10/10/2022 18:38:10,lesson_0027,100.0,100.0
user_001,10/10/2022 20:26:13,lesson_0137,100.0,100.0
user_001,10/10/2022 20:31:56,lesson_0934,100.0,100.0
user_001,10/10/2022 21:40:13,lesson_0153,100.0,100.0
user_001,10/10/2022 22:13:44,lesson_0643,100.0,100.0
user_001,10/10/2022 22:27:49,lesson_0877,100.0,100.0
user_001,10/10/2022 22:35:02,lesson_0265,100.0,100.0
user_001,10/10/2022 22:59:00,lesson_0020,100.0,100.0
user_001,10/11/2022 8:14:15,lesson_0084,100.0,100.0
user_001,10/11/2022 8:19:53,lesson_0873,100.0,100.0
user_001,10/11/2022 9:02:35,lesson_0010,100.0,100.0
user_001,10/11/2022 9:10:22,lesson_0267,100.0,100.0
user_001,10/11/2022 10:23:56,lesson_0064,100.0,100.0
user_001,10/11/2022 11:00:24,lesson_0130,100.0,100.0
user_001,10/11/2022 11:21:26,lesson_0014,100.0,100.0
user_001,10/11/2022 12:36:16,lesson_0088,100.0,100.0
user_001,10/11/2022 13:18:14,lesson_0737,100.0,100.0
user_001,10/11/2022 14:16:42,lesson_0645,100.0,100.0
user_001,10/11/2022 15:32:02,lesson_0683,100.0,100.0
user_001,10/11/2022 15:35:07,lesson_0831,100.0,100.0
user_001,10/11/2022 15:38:36,lesson_0151,100.0,100.0
user_001,10/11/2022 16:26:33,lesson_0001,100.0,100.0
user_001,10/12/2022 13:00:04,lesson_0101,30.0,30.0
user_001,10/12/2022 22:01:40,lesson_0757,100.0,100.0
user_001,10/12/2022 22:39:11,lesson_0057,100.0,100.0
user_001,10/12/2022 22:43:44,lesson_1008,100.0,100.0
user_001,10/12/2022 23:20:38,lesson_0006,100.0,100.0
user_001,10/13/2022 21:29:45,lesson_0034,100.0,100.0
user_001,10/13/2022 23:32:12,lesson_0755,100.0,100.0
user_001,10/17/2022 20:52:58,lesson_0760,100.0,100.0
user_001,10/17/2022 22:35:25,lesson_0016,100.0,100.0
user_001,10/18/2022 20:49:20,lesson_0101,70.0,100.0
user_001,10/18/2022 20:59:11,lesson_0904,100.0,100.0
user_001,10/18/2022 21:34:19,lesson_0198,100.0,100.0
user_001,10/18/2022 21:54:53,lesson_0333,100.0,100.0
user_001,10/18/2022 22:21:39,lesson_0041,100.0,100.0
user_001,10/18/2022 22:41:58,lesson_0007,100.0,100.0
user_001,10/19/2022 22:21:52,lesson_0108,100.0,100.0
user_001,10/20/2022 20:12:31,lesson_1022,100.0,100.0
user_001,10/20/2022 20:38:08,lesson_0060,55.56,55.56
user_001,10/20/2022 20:38:08,lesson_0747,40.0,40.0
user_001,10/20/2022 20:46:43,lesson_0233,100.0,100.0
user_001,10/20/2022 21:48:27,lesson_0012,100.0,100.0
user_001,10/22/2022 6:11:30,lesson_0117,40.0,40.0
user_001,10/23/2022 12:36:12,lesson_0107,100.0,100.0
user_001,10/23/2022 13:44:13,lesson_0008,100.0,100.0
user_001,10/23/2022 14:35:04,lesson_0030,100.0,100.0
user_001,10/23/2022 17:33:41,lesson_0739,100.0,100.0
user_001,10/23/2022 21:01:05,lesson_0017,25.0,25.0
user_001,10/24/2022 8:44:34,lesson_0017,25.0,50.0
user_001,10/25/2022 10:16:17,lesson_0017,50.0,100.0
user_001,10/25/2022 10:38:14,lesson_0117,60.0,100.0
user_001,10/25/2022 10:45:54,lesson_0194,100.0,100.0
user_001,10/25/2022 11:31:52,lesson_0618,100.0,100.0
user_001,10/25/2022 11:38:54,lesson_0872,100.0,100.0
user_001,10/25/2022 14:42:07,lesson_0015,100.0,100.0
user_001,10/25/2022 15:40:53,lesson_0073,100.0,100.0
user_001,10/25/2022 15:57:39,lesson_0241,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1303,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1304,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1305,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1306,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1307,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1308,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1311,100.0,100.0
user_001,10/26/2022 12:54:08,lesson_1314,100.0,100.0
user_001,10/26/2022 19:37:12,lesson_0054,100.0,100.0
user_001,10/26/2022 21:52:51,lesson_0746,100.0,100.0
user_001,10/27/2022 8:42:33,lesson_0646,30.0,30.0
user_001,10/30/2022 20:29:05,lesson_0759,100.0,100.0
user_001,10/30/2022 21:16:18,lesson_0614,100.0,100.0
user_001,10/30/2022 21:22:35,lesson_0899,100.0,100.0
user_001,10/30/2022 21:28:05,lesson_0247,100.0,100.0
user_001,10/30/2022 22:03:15,lesson_0004,50.0,50.0
user_001,10/31/2022 18:33:24,lesson_0004,50.0,100.0
user_001,10/31/2022 20:18:41,lesson_0069,100.0,100.0
user_001,10/31/2022 22:32:12,lesson_0005,50.0,50.0
user_001,11/1/2022 9:10:10,lesson_0646,70.0,100.0
user_001,11/1/2022 12:24:31,lesson_1038,100.0,100.0
user_001,11/1/2022 12:44:16,lesson_0154,100.0,100.0
user_001,11/1/2022 16:54:14,lesson_0051,100.0,100.0
user_001,11/1/2022 17:11:33,lesson_0148,100.0,100.0
user_001,11/2/2022 19:20:27,lesson_0005,21.43,71.43
user_001,11/3/2022 20:39:27,lesson_0005,28.57,100.0
user_001,11/3/2022 20:55:48,lesson_0027,100.0,100.0
user_001,11/3/2022 21:06:47,lesson_0020,100.0,100.0
user_001,11/3/2022 21:44:37,lesson_0010,100.0,100.0
user_001,11/4/2022 16:43:34,lesson_0013,90.0,90.0
user_001,11/5/2022 16:48:36,lesson_0013,10.0,100.0
user_001,11/5/2022 17:21:06,lesson_0049,70.0,70.0
user_001,11/6/2022 13:10:24,lesson_0244,100.0,100.0
user_001,11/6/2022 13:40:15,lesson_0795,100.0,100.0
user_001,11/6/2022 15:42:55,lesson_0644,100.0,100.0
user_001,11/6/2022 17:43:15,lesson_0754,100.0,100.0
user_001,11/6/2022 18:36:27,lesson_0029,100.0,100.0
user_001,11/6/2022 21:02:17,lesson_0301,100.0,100.0
user_002,7/18/2022 18:44:49,lesson_0105,100.0,100.0
user_002,7/18/2022 18:59:23,lesson_0893,100.0,100.0
user_002,7/18/2022 19:08:10,lesson_0144,100.0,100.0
user_002,7/19/2022 18:59:08,lesson_0617,100.0,100.0
user_002,7/19/2022 19:03:49,lesson_0938,100.0,100.0
user_002,7/19/2022 19:12:45,lesson_0269,100.0,100.0
user_002,7/20/2022 19:54:31,lesson_0072,100.0,100.0
user_002,7/20/2022 20:00:03,lesson_0828,100.0,100.0
user_002,7/20/2022 20:15:22,lesson_0186,100.0,100.0
user_002,7/21/2022 18:42:49,lesson_0048,100.0,100.0
user_002,7/21/2022 19:34:03,lesson_0891,25.0,25.0
user_002,7/22/2022 19:18:12,lesson_0003,100.0,100.0
user_002,7/23/2022 18:39:43,lesson_0079,100.0,100.0
user_002,7/26/2022 23:33:16,lesson_0094,100.0,100.0
user_002,7/26/2022 23:39:16,lesson_0885,100.0,100.0
user_002,7/27/2022 0:00:23,lesson_0264,100.0,100.0
user_002,7/27/2022 23:35:13,lesson_0933,100.0,100.0
user_002,7/28/2022 19:21:15,lesson_0818,100.0,100.0
user_002,7/29/2022 23:06:40,lesson_0043,100.0,100.0
user_002,7/29/2022 23:31:06,lesson_0260,100.0,100.0
user_002,7/30/2022 20:08:53,lesson_0059,100.0,100.0
user_002,8/2/2022 20:16:31,lesson_0035,100.0,100.0
user_002,8/2/2022 20:56:55,lesson_0889,100.0,100.0
user_002,8/2/2022 21:07:33,lesson_0215,100.0,100.0
user_002,8/4/2022 19:27:36,lesson_0123,60.0,60.0
user_002,8/4/2022 20:22:22,lesson_0039,100.0,100.0
user_002,8/4/2022 20:32:21,lesson_0219,100.0,100.0
user_002,8/5/2022 20:55:56,lesson_0019,25.0,25.0
user_002,8/8/2022 19:45:29,lesson_0095,100.0,100.0
user_002,8/8/2022 20:07:08,lesson_0881,100.0,100.0
user_002,8/8/2022 20:16:03,lesson_0201,100.0,100.0
user_002,8/9/2022 21:25:18,lesson_0799,100.0,100.0
user_002,8/11/2022 22:43:06,lesson_0791,100.0,100.0
user_002,8/15/2022 23:36:25,lesson_0796,50.0,50.0
user_002,8/16/2022 6:11:55,lesson_0796,50.0,100.0
user_002,8/16/2022 21:19:51,lesson_0080,100.0,100.0
user_002,8/20/2022 19:42:53,lesson_0892,100.0,100.0
user_002,8/20/2022 19:53:54,lesson_0141,100.0,100.0
user_002,8/20/2022 21:43:19,lesson_0114,100.0,100.0
user_002,8/22/2022 21:13:48,lesson_0125,100.0,100.0
user_002,8/22/2022 21:20:35,lesson_0262,100.0,100.0
user_002,8/22/2022 22:59:09,lesson_0790,100.0,100.0
user_002,8/25/2022 7:25:11,lesson_0794,100.0,100.0
user_002,8/25/2022 19:57:22,lesson_0081,25.0,25.0
user_002,8/25/2022 21:48:24,lesson_0218,100.0,100.0
user_002,8/27/2022 20:55:51,lesson_0090,100.0,100.0
user_002,8/27/2022 21:05:46,lesson_0193,100.0,100.0
user_002,8/27/2022 21:36:43,lesson_0620,100.0,100.0
user_002,8/27/2022 21:45:49,lesson_0224,25.0,25.0
user_002,9/6/2022 21:32:13,lesson_0075,5.0,5.0
user_002,9/7/2022 8:06:29,lesson_0075,35.0,40.0
user_002,9/8/2022 7:35:35,lesson_0075,60.0,100.0
user_002,9/8/2022 7:53:03,lesson_0931,100.0,100.0
user_002,9/8/2022 8:05:10,lesson_0231,100.0,100.0
user_002,9/8/2022 8:53:40,lesson_0089,100.0,100.0
user_002,9/8/2022 8:58:57,lesson_0835,100.0,100.0
user_002,9/8/2022 17:39:04,lesson_0894,100.0,100.0
user_002,9/8/2022 19:45:00,lesson_0901,100.0,100.0
user_002,9/9/2022 23:44:57,lesson_0033,100.0,100.0
user_002,9/11/2022 20:06:24,lesson_0070,100.0,100.0
user_002,9/11/2022 20:24:00,lesson_0139,100.0,100.0
user_002,9/12/2022 21:33:21,lesson_0902,100.0,100.0
user_002,9/13/2022 20:43:29,lesson_0236,100.0,100.0
user_002,9/13/2022 20:51:26,lesson_0261,100.0,100.0
user_002,9/14/2022 20:40:53,lesson_0255,100.0,100.0
user_002,9/14/2022 20:47:31,lesson_0232,100.0,100.0
user_002,9/14/2022 20:54:22,lesson_0223,100.0,100.0
user_002,9/15/2022 21:43:31,lesson_0792,100.0,100.0
user_002,9/16/2022 21:33:09,lesson_0045,100.0,100.0
user_002,9/19/2022 20:37:09,lesson_0817,100.0,100.0
user_002,9/20/2022 21:11:52,lesson_0936,100.0,100.0
user_002,9/22/2022 21:35:16,lesson_0878,100.0,100.0
user_002,9/23/2022 22:30:58,lesson_0088,30.0,30.0
user_002,9/24/2022 8:27:15,lesson_0088,70.0,100.0
user_002,9/24/2022 19:58:16,lesson_0082,100.0,100.0
user_002,9/24/2022 20:10:56,lesson_0196,100.0,100.0
user_002,9/26/2022 21:26:19,lesson_0268,100.0,100.0
user_002,9/28/2022 21:52:01,lesson_0253,100.0,100.0
user_002,9/30/2022 20:04:36,lesson_0068,100.0,100.0
user_002,9/30/2022 20:10:18,lesson_0824,100.0,100.0
user_002,9/30/2022 20:14:22,lesson_0192,100.0,100.0
user_002,9/30/2022 20:32:33,lesson_0200,100.0,100.0
user_002,10/4/2022 18:47:09,lesson_0117,100.0,100.0
user_002,10/4/2022 19:07:06,lesson_0194,100.0,100.0
user_002,10/4/2022 19:44:55,lesson_0112,100.0,100.0
user_002,10/4/2022 19:49:06,lesson_0895,100.0,100.0
user_002,10/4/2022 19:50:59,lesson_0226,100.0,100.0
user_002,10/4/2022 19:57:52,lesson_0254,100.0,100.0
user_002,10/4/2022 20:40:49,lesson_0092,100.0,100.0
user_002,10/4/2022 20:47:23,lesson_0875,100.0,100.0
user_002,10/4/2022 20:55:50,lesson_0145,100.0,100.0
user_002,10/4/2022 22:31:49,lesson_0230,100.0,100.0
user_002,10/6/2022 19:02:47,lesson_0635,100.0,100.0
user_002,10/6/2022 20:52:41,lesson_0047,100.0,100.0
user_002,10/7/2022 21:30:04,lesson_0118,30.0,30.0
user_002,10/8/2022 18:58:23,lesson_0049,100.0,100.0
user_002,10/9/2022 13:25:11,lesson_0839,100.0,100.0
user_002,10/9/2022 13:37:25,lesson_0040,100.0,100.0
user_002,10/9/2022 13:49:49,lesson_0257,100.0,100.0
user_002,10/9/2022 14:15:17,lesson_0234,100.0,100.0
user_002,10/9/2022 22:08:33,lesson_0118,70.0,100.0
user_002,10/9/2022 22:14:56,lesson_0876,100.0,100.0
user_002,10/9/2022 22:44:14,lesson_0195,100.0,100.0
user_002,10/11/2022 9:30:16,lesson_0025,100.0,100.0
user_002,10/11/2022 19:30:44,lesson_0137,100.0,100.0
user_002,10/11/2022 19:33:09,lesson_0934,100.0,100.0
user_002,10/11/2022 19:43:45,lesson_0153,100.0,100.0
user_002,10/11/2022 20:04:33,lesson_0221,100.0,100.0
user_002,10/11/2022 20:44:55,lesson_0227,100.0,100.0
user_002,10/11/2022 22:00:59,lesson_0037,100.0,100.0
user_002,10/12/2022 19:15:48,lesson_0643,100.0,100.0
user_002,10/12/2022 19:18:45,lesson_0877,100.0,100.0
user_002,10/12/2022 22:30:45,lesson_0265,100.0,100.0
user_002,10/13/2022 7:40:17,lesson_0242,100.0,100.0
user_002,10/13/2022 22:01:37,lesson_0026,100.0,100.0
user_002,10/13/2022 22:10:06,lesson_0027,16.67,16.67
user_002,10/14/2022 19:28:06,lesson_0027,83.33,100.0
user_002,10/14/2022 21:06:33,lesson_0020,100.0,100.0
user_002,10/15/2022 0:13:36,lesson_0124,100.0,100.0
user_002,10/19/2022 18:45:39,lesson_0010,100.0,100.0
user_002,10/19/2022 18:49:52,lesson_0084,10.0,10.0
user_002,10/20/2022 7:47:43,lesson_0084,90.0,100.0
user_002,10/20/2022 22:00:34,lesson_0060,33.33,33.33
user_002,10/20/2022 22:00:34,lesson_0747,40.0,40.0
user_002,10/21/2022 6:21:13,lesson_0873,100.0,100.0
user_002,10/21/2022 6:50:50,lesson_0267,100.0,100.0
user_002,10/21/2022 7:15:22,lesson_0263,100.0,100.0
user_002,10/21/2022 7:40:36,lesson_0064,100.0,100.0
user_002,10/21/2022 17:22:42,lesson_0130,75.0,75.0
user_002,10/21/2022 19:20:47,lesson_0027,100.0,100.0
user_002,10/21/2022 20:04:05,lesson_0065,100.0,100.0
user_002,10/21/2022 21:44:03,lesson_0747,60.0,100.0
user_002,10/21/2022 21:52:54,lesson_0060,11.11,44.44
user_002,10/22/2022 7:40:58,lesson_0060,55.56,100.0
user_002,10/22/2022 7:49:58,lesson_0130,25.0,100.0
user_002,10/23/2022 17:20:06,lesson_0737,80.0,80.0
user_002,10/24/2022 22:35:21,lesson_0737,20.0,100.0
user_002,10/25/2022 13:36:45,lesson_0014,100.0,100.0
user_002,10/26/2022 12:54:06,lesson_1308,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1303,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1304,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1305,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1306,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1307,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1311,100.0,100.0
user_002,10/26/2022 12:54:07,lesson_1314,100.0,100.0
user_002,10/26/2022 22:39:29,lesson_0645,100.0,100.0
user_002,10/26/2022 22:47:55,lesson_0683,5.0,5.0
user_002,10/27/2022 7:14:59,lesson_0683,95.0,100.0
user_002,10/27/2022 7:18:17,lesson_0831,100.0,100.0
user_002,10/27/2022 21:11:54,lesson_0151,100.0,100.0
user_002,10/28/2022 7:03:44,lesson_0149,100.0,100.0
user_002,10/28/2022 7:24:05,lesson_0020,100.0,100.0
user_002,10/29/2022 7:21:42,lesson_0086,33.33,33.33
user_002,10/30/2022 22:23:09,lesson_0086,22.23,55.56
user_002,10/30/2022 23:08:35,lesson_0665,5.0,5.0
user_002,10/31/2022 7:50:18,lesson_0086,44.44,100.0
user_002,10/31/2022 7:54:17,lesson_0085,50.0,50.0
user_002,11/1/2022 6:58:56,lesson_0085,50.0,100.0
user_002,11/1/2022 6:59:34,lesson_0665,95.0,100.0
user_002,11/1/2022 20:01:21,lesson_0010,100.0,100.0
user_002,11/2/2022 7:44:24,lesson_0010,22.22,88.89
user_002,11/2/2022 21:22:46,lesson_0001,14.29,14.29
user_002,11/3/2022 7:55:40,lesson_0001,85.71,100.0
user_002,11/3/2022 21:00:52,lesson_0757,40.0,40.0
user_002,11/4/2022 21:26:40,lesson_0757,60.0,100.0
user_002,11/4/2022 21:58:36,lesson_0057,50.0,50.0
user_002,11/5/2022 7:18:55,lesson_0057,50.0,100.0
user_002,11/5/2022 7:29:02,lesson_0010,11.11,100.0
user_002,11/5/2022 7:38:38,lesson_0103,50.0,50.0
user_002,11/5/2022 7:41:05,lesson_1008,100.0,100.0
user_002,11/5/2022 7:45:27,lesson_0034,14.29,14.29
user_002,11/6/2022 10:51:37,lesson_0034,71.42,85.71
user_003,7/18/2022 18:37:24,lesson_0105,100.0,100.0
user_003,7/18/2022 20:24:08,lesson_0144,100.0,100.0
user_003,7/18/2022 20:24:32,lesson_0893,100.0,100.0
user_003,7/19/2022 18:59:44,lesson_0617,100.0,100.0
user_003,7/19/2022 19:09:21,lesson_0269,100.0,100.0
user_003,7/20/2022 18:36:25,lesson_0072,100.0,100.0
user_003,7/20/2022 19:52:34,lesson_0186,100.0,100.0
user_003,7/22/2022 11:32:52,lesson_0891,25.0,25.0
user_003,7/22/2022 19:00:01,lesson_0003,100.0,100.0
user_003,7/23/2022 18:28:17,lesson_0079,100.0,100.0
user_003,7/25/2022 18:47:17,lesson_0023,5.0,5.0
user_003,7/26/2022 10:53:32,lesson_0023,95.0,100.0
user_003,7/26/2022 10:57:03,lesson_0915,100.0,100.0
user_003,7/26/2022 11:05:35,lesson_0199,25.0,25.0
user_003,7/26/2022 18:48:34,lesson_0094,100.0,100.0
user_003,7/26/2022 19:15:03,lesson_0264,100.0,100.0
user_003,7/27/2022 16:44:44,lesson_0885,100.0,100.0
user_003,7/28/2022 11:55:36,lesson_0933,100.0,100.0
user_003,7/29/2022 19:29:15,lesson_0043,100.0,100.0
user_003,7/30/2022 12:06:10,lesson_0818,100.0,100.0
user_003,7/30/2022 19:31:26,lesson_0059,100.0,100.0
user_003,7/31/2022 12:53:45,lesson_0260,100.0,100.0
user_003,8/2/2022 10:40:37,lesson_0898,100.0,100.0
user_003,8/2/2022 19:02:14,lesson_0035,100.0,100.0
user_003,8/2/2022 19:03:34,lesson_0889,100.0,100.0
user_003,8/2/2022 19:19:59,lesson_0215,100.0,100.0
user_003,8/3/2022 18:43:17,lesson_0050,100.0,100.0
user_003,8/3/2022 20:17:15,lesson_0229,100.0,100.0
user_003,8/3/2022 20:17:38,lesson_0935,25.0,25.0
user_003,8/4/2022 18:11:35,lesson_0123,60.0,60.0
user_003,8/4/2022 19:03:38,lesson_0039,100.0,100.0
user_003,8/4/2022 19:36:48,lesson_0219,100.0,100.0
user_003,8/5/2022 19:19:20,lesson_0019,25.0,25.0
user_003,8/8/2022 19:14:25,lesson_0095,100.0,100.0
user_003,8/8/2022 19:16:28,lesson_0881,100.0,100.0
user_003,8/8/2022 19:29:46,lesson_0201,100.0,100.0
user_003,8/10/2022 19:05:22,lesson_0799,50.0,50.0
user_003,8/14/2022 17:15:48,lesson_0134,100.0,100.0
user_003,8/14/2022 18:05:42,lesson_0046,100.0,100.0
user_003,8/14/2022 18:17:38,lesson_0225,100.0,100.0
user_003,8/16/2022 21:49:47,lesson_0796,50.0,50.0
user_003,8/17/2022 19:22:50,lesson_0080,100.0,100.0
user_003,8/17/2022 21:19:36,lesson_0141,100.0,100.0
user_003,8/22/2022 15:06:45,lesson_0939,25.0,25.0
user_003,8/24/2022 18:30:59,lesson_0125,100.0,100.0
user_003,8/24/2022 18:34:11,lesson_0262,100.0,100.0
user_003,8/24/2022 18:44:25,lesson_0238,100.0,100.0
user_003,8/24/2022 18:44:25,lesson_0216,100.0,100.0
